,Name,Inspection_Score,Inspection_Grade,Rating,Reviews,Price,Category
1261,Big Jim's Donuts,94,A,4.0,67,$,Donuts
1262,Backstage Bar & Grill,91,A,4.0,848,$,Karaoke
1263,El Baron Restaurant and Night Club,91,A,3.0,122,$$,Latin American
1264,Mrs Fields Cookies,90,A,4.0,45,$,Bakeries
1265,Tastyblock Hawaiian Shave Ice,98,A,4.5,227,$,Shaved Ice
1267,The Roof Garden,90,A,4.0,111,$$$,American (New)
1268,Chile Verde,91,A,3.0,44,$,Mexican
1269,The Carving Board,97,A,4.5,614,$$,Sandwiches
1270,Buca di Beppo Italian Restaurant,91,A,3.0,552,$$,Italian
1273,Shabu Hyang,91,A,4.5,499,$$,Korean
1274,Headlines Diner & Press Club,82,B,3.5,253,$,Diners
1275,Agua Chiles Sushi Bar,90,A,4.0,374,$$,Sushi Bars
1277,T4 Tea For U,84,B,4.0,248,$,Bubble Tea
1278,Schwartz Bakery,92,A,2.5,95,$$,Bakeries
1280,Greenland Market,97,A,4.0,148,$$,Grocery
1281,Hodori Restaurant,92,A,3.5,952,$$,Korean
1283,Pizza World,96,A,4.0,61,$,Pizza
1285,Jersey Mike's Subs,96,A,3.5,93,$,Sandwiches
1286,Lucio's Restaurant,92,A,4.0,236,$,Mexican
1287,Spicy Fish,93,A,4.0,51,$,Japanese
1288,Antonio's Tacos & Kabob,80,B,4.5,446,$,Mexican
1290,Twinkle Brown Sugar,72,C,4.0,1142,$,Coffee & Tea
1292,Killer Shrimp,90,A,3.5,2196,$$,American (New)
1293,Adobo Taco Grill,93,A,4.5,1549,$,Tacos
1294,Wingstop,92,A,3.0,83,$$,Chicken Wings
1295,Donut Farm,91,A,3.5,225,$,Donuts
1297,Downtown Philly Cheese Steaks,90,A,4.0,198,$$,Cheesesteaks
1300,Home Run Pizza,85,B,3.5,54,$,Pizza
1302,Kebab House,98,A,3.5,61,$,Kebab
1303,Yummy's,92,A,5.0,58,$,Cafes
1304,Lee's Sandwiches - Corona,90,A,3.0,56,$,Sandwiches
1307,Rincon Oaxaqueno Restaurant,93,A,3.5,114,$$,Mexican
1310,The York,91,A,3.5,990,$$,Bars
1311,Four Cafe,96,A,4.0,730,$$,American (New)
1313,La Parrilla,90,A,3.0,318,$$,Mexican
1314,DRAGO Centro,94,A,4.0,1479,$$$,Italian
1315,Pine & Crane,91,A,4.5,1880,$$,Taiwanese
1316,Galaxy Hamburgers,92,A,3.5,252,$,Burgers
1321,El Gringo Redondo,90,A,3.5,140,$$,Mexican
1323,Urth Caffé-Beverly Hills,90,A,4.0,2282,$$,Coffee & Tea
1325,Temaki,92,A,4.0,133,$$,Japanese
1326,O Sushi,93,A,4.5,277,$$,Japanese
1327,Arte Cafe,92,A,3.5,202,$$,American (New)
1329,Sprinkles Cupcakes and Ice Cream,95,A,3.0,505,$$,Cupcakes
1330,Luck Thai Cuisine,96,A,3.5,178,$,Thai
1332,Dough Girl,90,A,4.0,525,$$,Pizza
1333,The Big Burger,95,A,4.0,200,$,Burgers
1334,Cilantro Mexican Grill,92,A,4.5,813,$,Mexican
1335,Great Wall,91,A,3.0,243,$,Chinese
1337,Pizza Man,84,B,2.5,45,$,Pizza
1338,Nogales Burgers,90,A,3.5,160,$,Burgers
1339,Ledlow,94,A,3.5,363,$$,Desserts
1340,Ni Hao Sushi & Dining,98,A,2.5,209,$$,Sushi Bars
1341,Glenoaks Deli and Pizza,93,A,4.5,112,$,Pizza
1345,Pattern Bar,84,B,4.0,356,$$,Bars
1346,Maria's Bakery,90,A,4.0,111,$,Bakeries
1347,Z Garden,92,A,3.5,899,$$,Mediterranean
1348,Zafran Grill,94,A,4.5,53,$$,Mediterranean
1349,Marugame Monzo,93,A,4.5,3143,$$,Japanese
1351,Chio's Peruvian Grill,91,A,4.0,194,$$,Peruvian
1352,Eagles Tacos,97,A,4.5,86,$,Mexican
1353,King Red Crawfish & Pho,93,A,4.0,153,$$,Seafood
1356,Gino's Italian Restaurant,90,A,4.0,226,$$,Italian
1357,Aristo Cafe,76,C,4.5,572,$$,Middle Eastern
1358,SUGARFISH by sushi nozawa,98,A,4.0,2206,$$$,Japanese
1359,Pho Ha Linh,92,A,3.0,75,$,Vietnamese
1361,Nostal Cafe,93,A,4.5,70,$,Juice Bars & Smoothies
1362,La Mirada Regional Park,97,A,4.0,53,NA,Parks
1364,Farmer Boys,90,A,3.0,199,$$,Burgers
1365,Saigon Dish,90,A,4.5,1532,$,Vietnamese
1366,Louisiana Famous Fried Chicken,91,A,3.5,43,$,Southern
1369,Chocolate Cafe ll,96,A,4.0,171,$$,Cafes
1370,Stuff I Eat,95,A,4.5,1134,$$,Vegan
1372,Sweet Red Peach,90,A,4.5,476,$,Bakeries
1375,The Junction Bar - Billiards,96,A,4.5,154,$$,Pool Halls
1377,Rancho Bar,96,A,4.0,74,$,Dive Bars
1378,H Salt Esquire Fish & Chips,95,A,2.5,155,$,Seafood
1379,Graff Gennaro's Ristorante,92,A,3.5,134,$$$,Italian
1380,Saffron Mediterranean Grill,91,A,4.5,135,$$,Mediterranean
1381,Ajisen Ramen,93,A,3.5,606,$,Ramen
1382,Baguette De Paris,90,A,4.5,127,$,Bakeries
1383,Bull BBQ,83,B,4.0,139,$$,Korean
1385,Seaside Palace Restaurant,93,A,3.5,267,$$,Middle Eastern
1386,Lucille's Smokehouse Bar-B-Que,94,A,4.0,795,$$,Barbeque
1387,Togo’s Sandwiches,97,A,3.0,57,$,Sandwiches
1388,Pho Stop,90,A,3.5,175,$,Vietnamese
1389,SanSai Japanese Grill,95,A,3.5,148,$,Japanese
1390,Back On Broadway,92,A,3.5,87,$$,Breakfast & Brunch
1391,SUGARFISH by sushi nozawa,97,A,4.0,1007,$$$,Sushi Bars
1392,Chipotle Mexican Grill,97,A,3.5,287,$,Mexican
1393,El Gallo Giro,95,A,3.0,159,$,Mexican
1395,Yummy Hero,80,B,3.5,356,$,Taiwanese
1396,Underground Pub and Grill,94,A,3.5,252,$$,Sports Bars
1397,Vic's Tacos,97,A,3.5,161,$,Mexican
1398,Gelson's Market,96,A,3.5,195,$$$,Grocery
1399,The Woodman,90,A,4.0,890,$$,Pubs
1400,Jumbo's Clown Room,90,A,3.5,647,$$,Adult Entertainment
1401,CAFE IF,95,A,4.5,70,$$,Coffee & Tea
1404,Lulu's Restaurant,90,A,3.5,352,$$,American (Traditional)
1405,Lemonade,98,A,3.5,478,$$,American (New)
1406,Astro Karaoke,91,A,4.0,45,$$,Karaoke
1407,Yerevan Steak House,96,A,4.5,131,$$,Mediterranean
1408,HomeState,95,A,4.0,163,$$,Tex-Mex
1409,Swanya Thai Cuisine,90,A,3.5,321,$$,Thai
1410,Tokyo Beat,96,A,4.0,201,$$,Karaoke
1411,RiceBar,90,A,4.0,387,$,Filipino
1412,Mr K's Pizza,93,A,4.5,162,$,Pizza
1413,2nd Floor Restaurant Bar & Grill,100,A,4.5,236,$$,Italian
1414,Ink Sack,92,A,3.0,199,$,Sandwiches
1415,Ralphs,96,A,3.5,294,$$,Grocery
1416,Molly's Burger,95,A,4.0,63,$,Burgers
1417,Chowking,96,A,2.5,75,$,Filipino
1418,Original Tommy's Hamburgers,98,A,3.5,189,$,Burgers
1419,The Black Sheep,95,A,4.0,1008,$$,Pubs
1420,Bobo's Hamburgers,96,A,3.5,46,$,Breakfast & Brunch
1422,Hae Jang Chon Korean BBQ Restaurant,90,A,4.0,4378,$$,Korean
1424,Bento Box,95,A,3.0,48,$$,Poke
1425,Castaneda's Mexican Food,91,A,3.0,110,$,Mexican
1426,The Habit Burger Grill,92,A,4.0,57,$,Burgers
1427,Macy's,92,A,2.5,42,$$,Department Stores
1428,Café de Leche,96,A,4.0,137,$,Coffee & Tea
1432,Blu Jam Café,96,A,4.0,4570,$$,American (New)
1433,Atwater Village Tavern,98,A,4.0,389,$$,Mexican
1434,Fatburger,91,A,2.5,166,$$,American (Traditional)
1435,MA'S Italian Kitchen,96,A,4.5,273,$$,Italian
1439,Fresh Pita Organic Express,95,A,4.5,252,$,Mediterranean
1441,Martini's Pizzeria,94,A,3.5,43,$,Pizza
1442,Jeju Japanese Restaurant,90,A,3.5,56,$$$,Japanese
1443,Sakura Japanese Restaurant,90,A,4.0,852,$$,Japanese
1444,Happy Harbor Restaurant,80,B,3.0,740,$$,Dim Sum
1445,Nolan & Taft Management,95,A,2.5,63,NA,Property Management
1447,BBQ Night,92,A,4.0,726,$$,Barbeque
1449,Rendezvous Cafe,92,A,3.5,178,$,Coffee & Tea
1450,Elizabeth Bakery,97,A,3.0,136,$,Bakeries
1451,Chez Tex,90,A,4.0,87,$$,Cafes
1452,Twist & Grill,96,A,3.5,111,$,American (New)
1455,Cocina Cilantro,93,A,4.0,183,$,Mexican
1456,Edwards Alhambra Renaissance 14 & IMAX,97,A,3.5,518,NA,Cinema
1457,La Terraza Café,99,A,4.5,88,$,Cafes
1458,The Coffee Bean & Tea Leaf,96,A,3.5,49,$,Coffee & Tea
1459,Carnitas Michoacanas,97,A,4.0,42,$,Mexican
1460,Super Tom's Burgers,95,A,3.0,86,$,Fast Food
1461,Phantom Carriage Brewery,96,A,4.5,483,$$,Breweries
1462,Pam's Donuts & Ice Cream,97,A,4.5,51,$,Donuts
1463,Hayat's Kitchen,90,A,4.5,934,$$,Lebanese
1466,Fuji Sushi & Rolls,90,A,3.5,275,$$,Sushi Bars
1467,Pupuseria Mi Salvador,90,A,3.0,54,$,Salvadoran
1468,Pizza Di Roma,95,A,3.5,46,$,Pizza
1470,Chipotle Mexican Grill,95,A,3.5,198,$,Mexican
1471,Pho Mely,86,B,3.5,205,$,Vietnamese
1472,The Los Angeles Banh Mi Company,100,A,5.0,145,$,Vietnamese
1473,Miceli's,91,A,3.5,787,$$,Italian
1474,Pamore Pizza,95,A,3.5,94,$,Pizza
1475,Noemi's Mexican Food,95,A,3.5,68,$$,Mexican
1476,Daikokuya Little Tokyo,80,B,4.0,7858,$$,Ramen
1477,Dinah's Family Restaurant,91,A,3.0,1065,$$,Diners
1478,Killer Shrimp,90,A,3.5,2196,$$,American (New)
1479,Casa Nostra Ristorante & Bar,85,B,4.0,566,$$,Italian
1480,Doubting Thomas,92,A,4.5,130,$$,Cafes
1481,Tokyo Express,90,A,3.5,53,$,Japanese
1482,Paul's Kitchen,92,A,4.0,283,$$,Chinese
1483,Uncle Reds Pizzeria,95,A,4.0,326,$$,Pizza
1484,Rosewoods Family Restaurant,85,B,3.5,110,$$,American (Traditional)
1485,Estate Restaurant + Bar,95,A,4.0,419,$$$,Asian Fusion
1486,Tonys Darts Away,94,A,4.5,1181,$$,Pubs
1487,San Pedro Fish Market and Restaurant,94,A,3.5,1362,$$,Seafood
1488,Tina's Tavern,94,A,3.5,73,$,Dive Bars
1489,India's Restaurant,93,A,4.5,1771,$$,Indian
1490,Seven Grand,96,A,4.0,2046,$$,Lounges
1491,Thelma's Morning Cafe,91,A,3.5,355,$$,American (New)
1492,Tacos Los Toritos,95,A,3.5,84,$,Mexican
1493,Frank's Restaurant,94,A,4.0,265,$,Mexican
1495,Il Pastaio,98,A,4.0,1241,$$$,Italian
1496,Churroholic,93,A,4.0,158,$$,Desserts
1498,LA Crystal Hotel,90,A,2.5,180,$,Hotels
1499,ABC Seafood,90,A,3.0,308,$,Seafood
1500,Le Saigon,91,A,3.5,551,$$,Vietnamese
1503,Downey Pizza Company,94,A,3.5,691,$$,Pizza
1504,Lebanon Shawarma,95,A,4.0,118,$$,Lebanese
1505,Sweet Lady Jane Bakery,95,A,3.5,1438,$$,Desserts
1506,Eagle Rock Brewery Public House,97,A,3.5,285,$$,Brewpubs
1507,Grimaldi's Pizzeria,90,A,4.0,1027,$$,Pizza
1508,Nabee-Ya,90,A,3.0,51,$$,Sushi Bars
1509,Xi An Tasty,92,A,4.0,82,$$,Chinese
1510,La Pergoletta,94,A,4.5,630,$$,Italian
1511,Douglas Burgers,98,A,3.5,49,$,Burgers
1512,Tip Top Hamburgers,98,A,3.5,134,$,Burgers
1514,Valencia Car Wash,98,A,1.5,283,NA,Car Wash
1515,Krispy Kreme,95,A,3.5,149,$,Donuts
1517,Sol Maya,94,A,4.0,451,$,Salvadoran
1518,Wurstküche,96,A,4.0,7913,$$,Hot Dogs
1519,El Burrito Jr,92,A,3.5,184,$,Mexican
1523,Tak's Coffee Shop,95,A,4.5,116,$,American (Traditional)
1524,Super Donut House,94,A,4.5,49,$,Donuts
1525,Mulcaheys,93,A,3.0,68,$$,Dive Bars
1526,Golden Bird,83,B,4.0,52,$,American (Traditional)
1527,Gardens of Taxco,92,A,4.5,58,$$,Mexican
1529,Leo & Lily,96,A,4.0,1532,$$,Cafes
1530,Flavor of India,98,A,4.5,398,$$,Indian
1531,Panda Inn,93,A,4.0,723,$$,Chinese
1532,Monkey Bar,100,A,4.0,397,$$,Cocktail Bars
1533,Ding's Garden,90,A,4.0,157,$$,Chinese
1534,Sweetsalt,94,A,4.0,863,$$,Sandwiches
1535,Gushi,97,A,4.0,1010,$,Korean
1537,Whole Foods Market,98,A,3.5,97,$$,Grocery
1538,Sul & Beans,94,A,4.0,1174,$$,Desserts
1540,Montrésor,92,A,4.5,96,$$$,French
1541,Churro Stix,99,A,4.5,114,$,Desserts
1543,Prime Cut Beef Jerky,99,A,5.0,46,$$,Meat Shops
1544,VN Cuisine,90,A,3.5,290,$,Vietnamese
1545,Bay Cities Italian Deli,92,A,4.0,4333,$,Delis
1546,The Baked Bear,97,A,4.0,162,$,Bakeries
1547,Thai Food Pick-Up,91,A,4.0,58,$,Thai
1548,Peppertree Cafe,90,A,4.0,287,$,Venues & Event Spaces
1549,O'Flaherty's Tap House,96,A,4.0,131,$$,Pubs
1550,D's Dubai Sauce,90,A,4.5,183,$$,Mediterranean
1551,El Sazon Oaxaqueno,96,A,3.5,93,$,Mexican
1552,Miari Noodle House,92,A,4.0,109,$,Korean
1554,Cinépolis,95,A,3.5,286,NA,Cinema
1555,Salt & Straw,93,A,4.5,1101,$$,Ice Cream & Frozen Yogurt
1556,Casa Alvarez,90,A,3.5,262,$$,Mexican
1557,Off The Hook Fish Grill,97,A,4.5,928,$$,Seafood
1558,Panda Express,96,A,2.5,87,$,Chinese
1559,Spring Street Bar,91,A,4.0,548,$$,Beer Bar
1560,Dos Amigos Gardunos Mexican Restaraunt,84,B,3.5,63,$,Mexican
1561,Denny's,96,A,2.5,204,$$,American (Traditional)
1562,California Steak & Fries,94,A,2.5,87,$,Sandwiches
1564,CSUDH Passport Hub Center,94,A,5.0,83,NA,Passport & Visa Services
1565,Birrieria Jalisco,97,A,4.0,164,$$,Mexican
1566,My Ramen Bar,90,A,4.0,687,$$,Ramen
1567,Otus Thai Kitchen & Coffee,93,A,4.5,402,$$,Thai
1568,Sunshine's Chinese & Korean BBQ,96,A,5.0,84,$$,Chinese
1569,88 Chinese & Sushi,94,A,3.5,277,$$,Chinese
1570,Maggie's Pastry,97,A,3.5,170,$$,Bakeries
1571,Cognoscenti Coffee,90,A,4.0,228,$$,Coffee & Tea
1572,Sam's Burgers,97,A,3.5,62,$,Burgers
1573,Blaze Fast-Fire'd Pizza,93,A,3.0,50,$$,Salad
1574,Chop Shop Butcher & Kitchen,92,A,4.5,345,$$,Butcher
1575,The Tenderloin,94,A,3.0,139,$$,Steakhouses
1576,Greystoke Grill,94,A,4.0,74,$$,American (Traditional)
1577,Catalina Cantina,87,B,2.5,311,$$,Sports Bars
1578,Branch Office,90,A,4.0,44,$,Dive Bars
1581,Leo's Mexican Food,94,A,3.5,285,$$,Mexican
1582,Pascal Patisserie and Cafe,96,A,4.5,180,$$,Desserts
1583,24 Hour Fitness - La Mirada,95,A,3.0,268,NA,Gyms
1584,Warner Bros. Studio Tour Hollywood,98,A,4.0,952,NA,Amusement Parks
1585,Desserts By Patrick,98,A,5.0,141,$,Desserts
1589,Rock'n Juice - San Pedro,93,A,4.5,71,$$,Juice Bars & Smoothies
1590,A & W Barbecue Seafood Restaurant,93,A,3.0,251,$$,Barbeque
1591,Maki & Sushi Japanese,95,A,4.0,779,$$,Sushi Bars
1593,Paco's Tacos,94,A,4.0,1030,$$,Mexican
1594,POKEIO,97,A,3.5,52,$$,Poke
1595,Craft Hill West Covina,91,A,4.5,690,$$,American (New)
1596,Bobalicious,92,A,4.0,110,$,Tea Rooms
1597,Farsi Cafe,90,A,4.0,414,$$,Persian/Iranian
1598,Nha Trang,97,A,4.0,318,$,Vietnamese
1601,Cakery Bakery,95,A,4.0,149,$$,Bakeries
1602,Menchie's Frozen Yogurt,93,A,4.0,54,$,Ice Cream & Frozen Yogurt
1605,Golden City Chinese Cuisine,93,A,4.0,212,$,Chinese
1606,Mom's House,83,B,3.5,101,$,Korean
1607,Hard Times Billiards,92,A,4.0,53,$,Pool Halls
1608,SIR Pizza'n'chicken,91,A,4.0,193,$,Pizza
1609,Mia Sushi,93,A,4.0,576,$$,Sushi Bars
1610,Imperial Bakery,96,A,4.0,44,$,Bakeries
1611,Saigon Flavor,96,A,4.0,435,$,Vietnamese
1612,Farmer Boys,90,A,2.0,124,$,Burgers
1614,Firefly,96,A,4.0,1874,$$$,American (New)
1615,Thai Silk Express,92,A,4.0,129,$,Thai
1617,Angie's Deli,94,A,4.5,189,$,Mexican
1618,Sapori Ristorante,95,A,3.5,270,$$,Italian
1621,Bamboo Thai Bistro,91,A,4.0,925,$$,Thai
1622,Marina Cafe,90,A,4.5,90,$$,Cafes
1623,il Tramezzino,97,A,4.0,89,$,Cafes
1625,Big Tomy's,90,A,4.0,50,$,Burgers
1626,The Original Yaki's Teriyaki Bowl,92,A,3.5,133,$,Burgers
1628,Las Palmas Mexican Food,96,A,4.5,139,$,Mexican
1629,American Deli,95,A,4.5,81,$,Chicken Wings
1630,La Sabrosa Restaurant,90,A,4.0,64,$,Salvadoran
1632,Carl's Jr.,97,A,1.5,48,$,Burgers
1633,Greco's Pizza & Pasta,94,A,4.5,122,$$,Pizza
1634,El Huarache Azteca,90,A,4.0,801,$,Mexican
1635,Kop Jai Lai Restaurant,95,A,4.5,76,$$,Laotian
1636,Ravello Bar & Grill,94,A,4.0,196,$$,Italian
1637,A Simple Bar,95,A,5.0,233,$$,Bars
1638,Vespertine,94,A,4.5,127,$$$$,American (New)
1639,Los Angeles International Airport - LAX,97,A,2.5,5751,NA,Airports
1640,MOD Pizza,95,A,4.5,295,$,Pizza
1641,Mei Long Village,94,A,3.5,273,$$,Chinese
1642,HaSunSaeng - MasterHA,96,A,4.5,243,$$,Korean
1643,State Social House,90,A,3.5,323,$$,American (Traditional)
1644,Kreation Organic Juicery,96,A,4.5,162,$$,Juice Bars & Smoothies
1645,Yamakase,95,A,4.5,224,$$$$,Japanese
1647,La Barca Grill and Cantina,93,A,2.5,471,$$,Mexican
1648,Pick a Poke,91,A,4.5,222,$,Poke
1649,Faith & Flower,84,B,4.0,2158,$$$,American (New)
1651,Skinny's Lounge,91,A,3.5,326,$$,Lounges
1652,Clearman's North Woods Inn,96,A,3.5,660,$$$,Steakhouses
1657,Sako's Sandwich Shop,92,A,4.0,105,$,Sandwiches
1658,626 Night Market,96,A,3.5,1615,$,Street Vendors
1661,Villanueva Mexican Grill,97,A,4.5,220,$,Mexican
1662,Mendocino Farms,93,A,4.5,758,$$,Sandwiches
1666,Red Ginger Thai & Sushi,96,A,4.0,233,$$,Sushi Bars
1667,Rene Cafe,90,A,3.5,71,$$,Chinese
1668,Bottega Louie,95,A,4.0,15795,$$,Italian
1670,Rae's Restaurant,90,A,4.0,539,$,Diners
1672,Pacific Theatres,96,A,3.0,592,NA,Cinema
1673,El Vaquero Restaurant,97,A,4.0,61,$,Mexican
1675,Jollibee,86,B,2.5,271,$,Filipino
1676,Hotel Bel-Air,96,A,4.5,212,$$$$,Hotels
1680,Tallula's,96,A,4.0,335,$$$,Mexican
1681,Chelly's Cafe,98,A,4.0,415,$,Cafes
1683,The Hollywood Way BBQ,96,A,3.5,511,$$,Barbeque
1684,The Chairman,93,A,4.0,233,$$,Asian Fusion
1686,Mike & Nate's House of Seafood,90,A,3.5,536,$$,Cajun/Creole
1687,Tere's Mexican Grill,90,A,4.5,174,$$,Mexican
1688,Raspado Xpress,95,A,3.5,125,$,Shaved Ice
1689,Flame Pizzeria,93,A,4.5,449,$$,Pizza
1691,Lucille's Smokehouse Bar-B-Que,96,A,3.5,857,$$,Barbeque
1693,El Marinero Family Restaurant,97,A,3.0,64,$$,Mexican
1695,La Colombe,92,A,4.0,92,$$,Coffee Roasteries
1696,Lark Cake Shop,94,A,4.0,782,$$,Desserts
1698,Palos Verdes Golf Club,90,A,4.0,47,NA,Golf
1699,Venice Whaler,93,A,3.5,598,$$,American (Traditional)
1700,La Michoacana Ricas Nieves,94,A,4.5,161,$,Ice Cream & Frozen Yogurt
1701,Chonitos Mexican Restaurant,98,A,3.5,271,$$,Mexican
1703,La Poblana Restaurant,95,A,3.5,150,$$,Mexican
1704,La Pradera Carniceria,92,A,4.5,44,$$,Meat Shops
1705,Maru Coffee,94,A,4.5,47,$,Coffee & Tea
1706,Subway,96,A,2.5,44,$,Sandwiches
1707,Zamora Brothers,80,B,4.0,64,$,Meat Shops
1708,Fatburger,94,A,2.5,156,$,Burgers
1709,BCD Tofu House,95,A,4.0,3457,$$,Korean
1710,Duke's Malibu,90,A,3.5,2291,$$,American (New)
1712,Tasty Food,85,B,4.5,305,$,Food Stands
1713,Perch,98,A,4.0,6372,$$$,Lounges
1715,The Grill House,90,A,4.0,412,$$,Mediterranean
1716,Sage Vegan Bistro - Echo Park,91,A,4.0,1921,$$,Vegan
1717,Pieology Pizzeria,95,A,3.5,93,$,Pizza
1718,Sprouts Farmers Market,95,A,3.5,139,$$,Farmers Market
1719,Blaze Fast-Fire'd Pizza,90,A,4.5,268,$,Salad
1720,El Hatuchay,93,A,3.5,162,$$,Peruvian
1721,Beverly Hills Thai Kosher,90,A,4.0,144,$$,Kosher
1722,Subs Cafe,95,A,4.0,56,$,Cafes
1726,Catherine's Cake Decorating & Candy Supplies,97,A,4.0,58,$$,Candy Stores
1727,Charlie's Trio,95,A,4.0,351,$$,Sports Bars
1728,Dog Haus,97,A,4.0,278,$,Burgers
1729,Soowon Galbi KBBQ Restaurant,93,A,4.5,2375,$$,Korean
1730,Rutt's Hawaiian Cafe,96,A,4.0,1543,$,Hawaiian
1731,Village French Bakery,95,A,4.5,163,$,Bakeries
1732,B-Man's Teriyaki & Burgers,94,A,4.0,749,$,Burgers
1733,Sprinkles Ice Cream,98,A,3.5,636,$$,Ice Cream & Frozen Yogurt
1736,Tofu Ya,90,A,3.5,1045,$$,Korean
1737,Library Bar,96,A,4.0,472,$$$,Lounges
1739,Laemmle Noho 7,98,A,4.0,310,NA,Cinema
1741,King Of New York Pizzeria Pub,84,B,4.0,484,$,Chicken Wings
1742,The Venice Beach Bar,92,A,4.0,60,$$,Dive Bars
1743,Zinqué,93,A,4.0,621,$$,French
1744,Ramen Shack Takumiya-Gardena,94,A,4.0,240,$$,Ramen
1745,Kismet,95,A,4.0,350,$$,Mediterranean
1746,Glendale Tap,80,B,4.5,339,$,Beer Bar
1747,Dinah's Family Restaurant,92,A,3.0,1065,$$,Diners
1748,Tiffany's Coffee,93,A,4.0,212,$,Coffee & Tea
1749,Bobamia,71,C,4.5,43,$,Taiwanese
1751,Nordstrom The Grove,94,A,3.5,398,$$$,Department Stores
1753,Valentino,92,A,3.5,445,$$$,Italian
1755,The Coffee Bean & Tea Leaf,91,A,2.5,123,$,Coffee & Tea
1756,Fred 62,97,A,3.5,2159,$$,Diners
1758,Plancha Tacos,91,A,4.0,653,$,Mexican
1759,El Tacazo,95,A,3.5,45,$,Mexican
1760,Mongolian Hot Grill,93,A,3.5,101,$,Mongolian
1762,The Palms Restaurant,92,A,3.5,68,$$,Latin American
1763,Godiva Chocolatier,91,A,3.5,54,$$$,Candy Stores
1764,Fiesta Grill,91,A,4.0,185,$$,Persian/Iranian
1766,Paul Martin's American Grill,91,A,3.5,1021,$$,American (New)
1767,Wolfgang's Steakhouse,95,A,3.5,471,$$$$,Steakhouses
1768,SanSai Japanese Grill,97,A,3.5,133,$,Japanese
1769,Kushi Shabu,91,A,4.0,472,$$,Japanese
1770,Los Poblanos Taqueria Y Birrieria,93,A,4.0,66,$,Mexican
1771,Vince's Pasta & Pizza,95,A,3.5,143,$$,Pizza
1774,Malibu Yogurt & Ice Cream,98,A,3.5,158,$,Ice Cream & Frozen Yogurt
1776,Aloha Hawaiian Grill,96,A,4.0,53,$,Hawaiian
1777,Hop Woo BBQ & Seafood Restaurant - LA,84,B,2.5,449,$$,Chinese
1778,6th & La Brea Brewery & Restaurant,95,A,4.0,183,$$,Breweries
1779,Bob's Hamburgers,93,A,3.5,43,$,Burgers
1780,Tacos El Gavilan,97,A,3.5,262,$,Mexican
1781,The Darkroom,98,A,3.5,296,$$,American (New)
1786,Le Petit Paris,96,A,4.0,974,$$$,French
1787,The Stardust Club,99,A,3.0,49,$,Bars
1788,Palmilla Cocina Y Tequila,94,A,4.5,1116,$$,Mexican
1792,MTA - Metro Red Line,95,A,3.5,211,NA,Public Transportation
1793,Floor & Decor,100,A,4.5,129,$$,Kitchen & Bath
1794,Flames X Press,91,A,3.0,109,$,Fast Food
1796,El Camino Mexican Grill,96,A,4.0,154,$,Mexican
1798,Peet's Coffee & Tea,97,A,3.5,66,$,Coffee & Tea
1799,Universal Bar & Grill,94,A,3.0,94,$,Sports Bars
1800,Gwen Butcher Shop,90,A,4.0,431,$$$$,Butcher
1801,Fiesta Cantina,90,A,3.5,709,$$,Mexican
1802,Casa Adelita,92,A,2.5,109,$$,Mexican
1804,重庆特色小面 Chongqing Special Noodles,90,A,4.0,147,$,Noodles
1805,Kim Tar BBQ Restaurant,95,A,3.5,156,$,Chinese
1806,TipTop Restoration,97,A,4.5,53,NA,Damage Restoration
1807,Acai Nation,90,A,3.5,186,$,Desserts
1809,Third Street Wine Shop,100,A,5.0,65,$$,"Beer, Wine & Spirits"
1810,Toppers Pizza Place,99,A,4.0,619,$$,Pizza
1811,Bank of Venice,91,A,4.0,283,$$,American (New)
1812,Las Brisas,96,A,4.0,154,$,Mexican
1813,Burritos Santana,91,A,3.0,162,$,Mexican
1815,Nekter Juice Bar,95,A,4.0,385,$$,Juice Bars & Smoothies
1816,Brooklyn Bar,93,A,4.0,117,$,Sports Bars
1817,Nekter Juice Bar,94,A,3.5,65,$$,Juice Bars & Smoothies
1818,The Thyme Pizzeria,100,A,4.5,201,$$,Pizza
1819,Madcapra,97,A,4.0,219,$$,Falafel
1820,Swirl Soft Serve,97,A,4.0,109,$,Ice Cream & Frozen Yogurt
1823,Venice Room,90,A,4.0,352,$$,Bars
1824,Earl of Sandwich,97,A,3.5,44,$$,Sandwiches
1825,Yellow Fever,95,A,4.0,815,$$,Asian Fusion
1826,El Chile Taqueria,91,A,3.0,92,$,Mexican
1827,Corky's and The Cork Lounge,93,A,3.5,312,$$,American (Traditional)
1828,Diana's Las Playas Restaurant,94,A,3.5,86,$$,Mexican
1829,Blaze Fast-Fire'd Pizza,92,A,3.5,631,$,Salad
1830,Zankou Chicken,97,A,4.0,364,$$,Mediterranean
1831,Birrieria Mexico,94,A,4.0,66,$,Mexican
1832,Trendy Thai,92,A,4.0,72,$,Thai
1833,Quality Seafood,91,A,4.0,1187,$$,Seafood Markets
1835,The Flame Broiler,92,A,2.0,54,$,Fast Food
1836,Puerto Nuevo Coffee & Tacos,98,A,4.0,69,$,American (Traditional)
1837,Poppy + Rose,93,A,4.0,1846,$$,Breakfast & Brunch
1838,It's Boba Time,92,A,3.5,331,$,Juice Bars & Smoothies
1839,Popeyes Louisiana Kitchen,93,A,3.0,81,$,Fast Food
1843,Honeyboba,84,B,3.0,665,$,Coffee & Tea
