,Name,Inspection_Score,Inspection_Grade,Rating,Reviews,Price,Category
440,PIRCH,97,A,4.5,190,$$$$,Kitchen & Bath
441,El Matador 2,92,A,4.0,109,$,Mexican
442,Geoffrey's Malibu,94,A,4.0,2153,$$$,Seafood
443,Denny's,94,A,2.0,73,$,American (Traditional)
444,exEat,94,A,4.0,312,$$,Italian
445,Book Sae Tong,90,A,4.5,45,$$,Korean
446,Simply Salad,91,A,4.0,247,$,Salad
447,Ten Ren's Tea Time,92,A,3.5,293,$,Chinese
448,Randy's Donuts,90,A,4.0,2081,$,Donuts
449,Tom's Famous Family Restaurant 7,97,A,4.0,366,$,Breakfast & Brunch
450,Señor Grandes Fresh Mexican Grill,98,A,3.0,160,$,Mexican
451,Domino's Pizza,99,A,2.0,55,$$,Pizza
452,Jamba Juice,97,A,4.0,49,$$,Juice Bars & Smoothies
453,Togo’s Sandwiches,74,C,3.5,55,$,Sandwiches
454,Poké Bar,93,A,4.5,404,$$,Hawaiian
455,Superior Grocers,96,A,3.5,50,$,Grocery
456,Belwood Bakery Cafe,98,A,4.5,629,$,Coffee & Tea
457,Hopia Like It - Granada Hills,94,A,4.5,101,$,Bakeries
458,The Orange County LASIK Institute,96,A,5.0,465,NA,Ophthalmologists
459,Quickly,95,A,3.5,59,$,Coffee & Tea
460,Rosa Mexicano,90,A,3.5,1205,$$,Mexican
461,Rock & Reilly's DTLA,94,A,4.0,212,$$,Sports Bars
462,Porto's Bakery & Cafe,92,A,4.5,6115,$,Bakeries
463,The Anchor,94,A,4.0,773,$$,American (New)
464,Malbec Argentinean Cuisine,93,A,4.0,682,$$,Argentine
465,La Cabana Restaurant,94,A,4.0,48,$$,Seafood
466,Villa Fresh Italian Kitchen,97,A,3.0,51,$$$,Pizza
467,Panda Express,92,A,2.5,54,$$,Chinese
468,Groundwork Coffee Co.,98,A,4.0,422,$,Coffee & Tea
469,Au79 Teahouse,90,A,3.5,804,$,Coffee & Tea
470,Carnitas Don Cuco,92,A,4.5,47,$,Mexican
471,Blue Fin Sushi & Teriyaki,96,A,3.5,125,$$,Sushi Bars
472,Tamaleria Maria's,85,B,3.5,78,$,Mexican
473,B&R's Old-Fashion Burgers,90,A,3.5,286,$,Burgers
474,Tummy Stuffer,88,B,4.0,61,$,Sandwiches
475,Kings Deli,94,A,4.5,182,$$,Delis
476,Enterprise Fish,90,A,3.5,1760,$$,Seafood
477,Outback Steakhouse,95,A,3.0,345,$$,Steakhouses
478,Eatalian Cafe,95,A,4.0,2434,$$,Italian
479,Los California Tacos,90,A,4.5,855,$,Food Trucks
480,Carl's Jr,91,A,1.5,60,$,Fast Food
481,abeautifullife jamaican cafe,95,A,4.0,90,$,Sandwiches
482,Buffalo Wild Wings,97,A,3.0,1118,$$,Chicken Wings
483,House Of Pies,93,A,3.5,1450,$$,Diners
484,Hikari Sushi,93,A,4.0,290,$$,Sushi Bars
485,Yamashiro Hollywood,96,A,3.5,3160,$$$,Japanese
486,The Coffee Bean & Tea Leaf,97,A,3.5,79,$,Coffee & Tea
487,Young's Gourmet,90,A,4.0,128,$,Chinese
488,Pinches Tacos,91,A,3.5,200,$,Mexican
489,Northridge Fish & Chips,95,A,4.0,194,$,Fish & Chips
490,El Pollo Loco,98,A,1.5,45,$,Fast Food
491,Hong Kong Bakery And Deli,97,A,4.0,210,$,Bakeries
492,Caruso's Pizza,94,A,3.5,301,$$,Pizza
493,Bizarra Capital,94,A,4.0,771,$$,Mexican
494,CoCo Fresh Tea & Juice,94,A,3.5,199,$,Coffee & Tea
495,Craig's,90,A,4.0,788,$$$,American (New)
496,Todo Bien Kitchen & Tequila Bar,95,A,4.0,467,$$,Bars
497,Houston's Restaurant,90,A,3.5,1087,$$$,Steakhouses
498,Western Bagel,97,A,3.5,88,$,Bagels
499,Phillips Ranch Health Bar,95,A,4.0,270,$,Juice Bars & Smoothies
500,Los Chero,83,B,4.0,57,$,Salvadoran
501,Go Hyang Jib,97,A,4.5,109,$,Korean
502,El Taco Llama,96,A,4.0,53,$,Mexican
503,El Pescador - West Covina,92,A,3.0,744,$$,Seafood
504,Sam's Bagels,93,A,3.5,312,$,Bagels
505,Quickly Boba LA,100,A,4.0,92,$,Shaved Ice
506,The Arsenal,96,A,4.0,728,$$,Lounges
507,Gold Room,97,A,3.5,643,$,Cocktail Bars
508,Panda House,93,A,4.0,72,$,Chinese
509,Los Arcos Mexican Food,92,A,4.0,101,$$,Mexican
510,Mixto Comida Latina,98,A,4.0,642,$,Mexican
511,Oki Japan,98,A,2.0,46,$,Japanese
512,Cafe 70 Degrees,90,A,3.5,864,$,Sandwiches
513,Paris Baguette,97,A,3.5,234,$,Bakeries
514,Massis Kabob - The Original Kabobery,94,A,2.5,65,$$,Middle Eastern
515,Luna Rossa,90,A,3.5,160,$$,Italian
516,Gaby's Express,93,A,3.0,282,$$,Mediterranean
517,Hacienda Grill,93,A,3.5,62,$,Mexican
518,Wistaria Restaurant and Bar,90,A,4.0,227,$$,Bars
519,Porsche Experience Center Los Angeles,90,A,5.0,126,NA,Racing Experience
520,Lock & Key,95,A,3.5,947,$$,American (New)
521,Rincon Chileno Deli,95,A,4.0,65,$,Sandwiches
522,Tony's Saloon,92,A,4.0,262,$$,Dive Bars
523,Prova Pizzeria,91,A,4.0,502,$$,Pizza
524,The Greyhound Bar & Grill,94,A,4.0,503,$$,American (Traditional)
525,Chef Hannes Restaurant,94,A,4.0,201,$$,Seafood
526,3BBQ,90,A,4.5,96,$$,Mongolian
527,Denny's,96,A,2.0,207,$,Diners
528,Eaterphant,90,A,4.0,135,$,Thai
529,Wood Ranch BBQ & Grill,100,A,4.0,896,$$,Barbeque
530,Crazy Fish - Grill & Market,96,A,4.5,184,$$,Seafood
531,Greenleaf Gourmet Chopshop,90,A,3.5,137,$$,American (New)
532,P.F. Chang's,81,B,3.0,475,$$,Chinese
533,Back Home In Lahaina,91,A,4.0,636,$$,Hawaiian
534,Lodeka Taiwanese Cafe,90,A,4.0,80,$,Taiwanese
535,Woodland Hills Athletic Club,98,A,4.5,159,NA,Gyms
536,El Gallo Giro,95,A,3.0,149,$,Mexican
537,Yellow Vase,80,B,3.0,297,$$,Floral Designers
538,Casa Garcia,95,A,3.5,471,$,Mexican
539,TOI On Sunset,90,A,3.5,1118,$$,Thai
540,Eagle Rock Poke Shack,97,A,4.5,56,$$,Poke
541,Yunnan Restaurant,86,B,3.5,339,$$,Chinese
542,Mr. Pizza,98,A,4.5,42,$,Pizza
543,sweetgreen,95,A,4.0,210,$$,Salad
544,La Tropézienne Bakery Los Angeles,93,A,4.5,258,$$,Bakeries
545,Cafe Lucy,98,A,4.5,42,$$,Coffee & Tea
546,Monterey Hill,96,A,3.0,133,$$,Venues & Event Spaces
547,Masa Sushi Bon Appetit,95,A,3.0,90,$$,Sushi Bars
548,PokeBar,96,A,4.0,50,$$,Poke
549,SIRTAJ Hotel Beverly Hills,95,A,4.0,111,$$,Hotels
550,Mariscos Guillen La Playita,98,A,4.0,444,$,Mexican
551,The Coffee Bean & Tea Leaf,94,A,3.5,75,$,Coffee & Tea
552,Angel City Brewery,98,A,4.0,1666,$,Breweries
553,Yang Chow,92,A,4.0,2195,$$,Chinese
554,Brown Donkatsu,82,B,3.5,50,$$,Korean
555,Poom Thai Cuisine,90,A,3.5,346,$,Thai
556,Thuan Phat Supermarket,91,A,3.5,134,$,Grocery
557,Chaya-Tom Bradley Airport,92,A,2.5,86,$$,Sushi Bars
558,La Boucherie,90,A,4.0,235,$$$$,Steakhouses
559,Borrego's Tacos,93,A,4.0,118,$,Mexican
560,Jackson Market,100,A,4.0,733,$$,Grocery
561,Hyper Coffee,92,A,4.0,254,$,Coffee & Tea
562,Burger Depot,93,A,2.5,57,$,Mexican
563,Black Bear Diner,90,A,3.5,771,$$,Diners
564,Penguin's Place Frozen Yogurt,96,A,4.0,136,$,Ice Cream & Frozen Yogurt
565,Panera Bread,92,A,3.0,280,$$,Sandwiches
566,Kao Cafe,92,A,4.0,339,$$,Thai
567,Guido's Pizza & Pasta,95,A,4.0,193,$,Pizza
568,PAPA'S CHICKEN,96,A,4.5,104,NA,Chicken Wings
569,Hambone's BBQ and Po'Boy Sandwiches,95,A,4.0,966,$$,Barbeque
570,Corner Bakery Cafe,93,A,3.5,271,$,Sandwiches
571,Tony Roma's,94,A,3.0,395,$$,Barbeque
572,Papa John's Pizza,96,A,2.0,87,$$,Pizza
573,Arctic Hotspot Bakery & Cafe,81,B,4.5,216,$,Bakeries
574,Fukurou Ramen,93,A,4.0,466,$,Ramen
575,Gilligan's Irish Pub,98,A,3.5,44,$,Pubs
576,Himalayan Cafe,91,A,4.0,210,$$,Himalayan/Nepalese
577,NorthStar Movers,90,A,4.5,703,NA,Movers
578,Bia Coffee,94,A,4.0,374,$$,Coffee & Tea
579,The Grill Spot,93,A,4.5,145,$$,Persian/Iranian
580,Siamese Restaurant,93,A,4.0,127,$$,Thai
581,MADE by DWC Cafe & Gift Boutique,98,A,4.5,49,$,Coffee & Tea
582,Chef's Coffee Shop,91,A,3.5,232,$,Diners
583,Mongolian Barbeque,92,A,3.5,262,$$,Mongolian
584,Kalaveras,92,A,3.5,143,NA,Mexican
585,Truxton's American Bistro,92,A,4.0,232,$$,American (Traditional)
586,Joseph's Bar & Grill,93,A,3.0,480,$$,American (New)
587,Crazy Falafel,94,A,4.0,165,$,Falafel
588,Crème Caramel LA,98,A,4.5,652,$$,Desserts
589,Sweet Art Cakes,92,A,3.5,63,$$,Bakeries
590,Graciana Mexican Restaurant,91,A,4.0,129,$$,Mexican
591,Popeyes Louisiana Kitchen,95,A,2.5,64,$,Fast Food
592,Asuka,96,A,4.5,146,$$$,Sushi Bars
593,Boba Loca,98,A,3.0,69,$,Juice Bars & Smoothies
594,KFC,94,A,1.5,47,$,Chicken Shop
595,Parrains Soulfood,90,A,4.5,457,$$,Soul Food
596,Casa Jimenez Mexican Restaurant,94,A,3.0,108,$$,Mexican
597,New Wok,94,A,4.0,50,$,Chinese
598,Menchie's Frozen Yogurt,98,A,3.5,132,$,Ice Cream & Frozen Yogurt
599,Thai Divine Bistro,93,A,4.0,51,$$,Thai
600,Carmelitas Restaurante,96,A,4.5,70,$,American (New)
601,The Magnolia Grille,96,A,4.0,339,$$,American (Traditional)
602,Honey Roll & Sushi,95,A,4.0,195,$,Japanese
603,Providence Saint Joseph Medical Center,97,A,3.0,400,NA,Hospitals
604,The Buffalo Spot,95,A,3.5,197,$,American (Traditional)
605,Sis Bakery,97,A,5.0,66,$,Bakeries
606,Which Wich,98,A,4.0,164,$,Sandwiches
607,Crawford's Pass,94,A,4.0,109,$$,American (Traditional)
608,Roger's Burgers,91,A,4.0,186,$,Burgers
609,Ford's Filling Station,92,A,3.5,235,$$,American (New)
610,The Crawfish Co,96,A,4.5,302,$$,Cajun/Creole
611,Captain's Sub Shop,90,A,4.5,53,$,Sandwiches
612,Bon Bon Berry Acai Bowl Frozen Yogurt,92,A,4.0,131,$,Ice Cream & Frozen Yogurt
613,China Tasty,90,A,3.5,134,$,Chinese
614,STACKED: Food Well Built,90,A,4.0,1154,$$,Burgers
615,Mexicali Cocina & Cantina,97,A,3.5,1261,$$,Mexican
616,Chop Stop,93,A,4.0,154,$,Salad
617,Jolly Burrito,92,A,3.0,96,$,Mexican
618,Ebisu Japanese Tavern,97,A,3.5,337,$$,Japanese
619,il Romanista,92,A,4.5,103,$,Pizza
620,Pono Burger Santa Monica,96,A,4.0,1039,$$,Burgers
621,Dino's Chicken and Burgers,90,A,4.0,1872,$,Burgers
622,Eagle Rock Brewery,97,A,4.5,409,$,Breweries
623,Open Source Organics,94,A,4.0,247,$$,Live/Raw Food
624,Casa De Pizza,97,A,4.5,616,$$,Pizza
625,Grilliant,90,A,4.0,283,$$,Mediterranean
626,Gallery Bar and Cognac Room,98,A,4.0,123,$$$,Bars
627,Papa Murphy's,98,A,4.5,48,$,Pizza
628,Las Margaritas,93,A,3.5,65,$$,Mexican
629,Braazo Pizza,95,A,4.5,305,$$,Pizza
630,Eden On Brand,97,A,4.0,567,$$,Burgers
631,Gardena Bowl Coffee Shop,94,A,4.0,570,$,Hawaiian
632,Taste on Melrose,93,A,4.0,2342,$$,American (New)
633,Thailand House,94,A,3.5,53,$,Thai
634,Sushi for You,92,A,4.0,345,$,Sushi Bars
635,The Cue Ball,97,A,3.0,100,$$,Pool Halls
636,Cake & Art,96,A,4.5,314,$$,Bakeries
637,Q Hawaiian BBQ,90,A,3.0,57,$,Barbeque
638,Classics Flowers and Confections,96,A,4.5,389,$$,Florists
639,Milk and Eggs,94,A,4.5,229,$$,Fruits & Veggies
640,The Noypitz Bar and Grill,94,A,3.5,114,$$,Filipino
641,Gaby's Mediterranean Restaurant Cafe,90,A,3.5,934,$$,Greek
642,Tacos El Charro,98,A,4.5,75,$,Mexican
643,Chargha House,82,B,4.0,200,$$,Indian
644,Super Burger,98,A,4.5,717,$,Burgers
645,Elephant Bar Restaurant,90,A,3.5,806,$$,Bars
646,Manila Sunset,92,A,3.0,109,$,Filipino
647,Green Apple China Bistro,90,A,4.0,757,$$,Chinese
648,Goldie's Los Angeles,90,A,3.5,453,$$,American (New)
649,Meshuga 4 Sushi,95,A,3.5,132,$$,Kosher
650,Siam Chan,95,A,3.5,638,$,Thai
651,Luv'n Donuts,95,A,4.0,42,$,Donuts
652,AOC,90,A,4.0,2106,$$$,Wine Bars
653,Habanero Grill,95,A,3.0,52,$$,Mexican
654,The Gate to the Mediterranean,95,A,3.5,326,$$,Mediterranean
655,Toyo Bowl,95,A,4.0,60,$,Japanese
656,Olympic Bakery,93,A,4.0,116,$,Bakeries
657,Brentwood Restaurant & Lounge,95,A,3.5,155,$$$,American (Traditional)
658,Uoko Japanese Cuisine,98,A,4.0,239,$$,Japanese
659,Don Francisco's Coffee Casa Cubana,95,A,4.5,306,$,Coffee & Tea
660,Mitaki Roll & Grill,83,B,4.0,59,$,Japanese
661,38 Degrees Ale House & Grill,90,A,4.0,1645,$$,Pubs
662,Los Chilaquiles Mexican Grill,96,A,4.0,131,$,Mexican
663,Hotel Erwin,96,A,3.5,393,$$$,Hotels
664,Soda Jerks,90,A,3.5,100,$,Ice Cream & Frozen Yogurt
665,Beard Papa's,97,A,4.0,790,$,Desserts
666,Belgium Waffle Haus,91,A,4.0,91,$$,Coffee & Tea
667,Viva Madrid!,92,A,4.0,1146,$$,Spanish
668,Bulletproof Coffee,91,A,3.5,350,$$,Coffee & Tea
669,Rubio's,97,A,3.0,72,$,Mexican
670,Ahi Sushi,95,A,4.0,415,$$,Sushi Bars
671,Tea Elle C Garden Cafe,92,A,4.0,429,$$,Tea Rooms
672,The Hat,92,A,4.0,1295,$,Sandwiches
673,Puran's Restaurant,98,A,4.0,229,$$,Mediterranean
674,The Station,85,B,4.0,107,$,Sports Bars
675,Primo Italia,91,A,4.0,204,$$,Italian
676,Blizz Frozen Yogurt,98,A,3.5,135,$,Ice Cream & Frozen Yogurt
677,El Pollo Loco,90,A,2.0,176,$,Mexican
678,New India's Oven,97,A,3.5,313,$$,Indian
679,Studio Movie Grill,98,A,3.5,161,$$,Cinema
680,Giuliano's Delicatessen,96,A,4.5,743,$,Delis
681,Ojiya,90,A,3.5,177,$$,Japanese
682,JJ Bakery,90,A,4.0,403,$,Bakeries
683,Shanghai Yau Fat,92,A,3.5,122,$$,Chinese
684,La Casita Mexicana,100,A,4.0,953,$$,Mexican
685,Great China Express,97,A,4.0,79,$,Chinese
686,Brian's Shave Ice & Boba,96,A,4.0,314,$,Shaved Ice
687,Jody Maroni's Sausage Kingdom,90,A,4.0,106,$,Hot Dogs
688,Gobi Mongolian BBQ House,97,A,4.0,625,$$,Mongolian
689,Sam Woo Barbecue,96,A,3.5,481,$,Chinese
690,Le Pain Quotidien,90,A,3.5,328,$$,Bakeries
691,The Melt - Sunset,94,A,3.0,362,$,American (Traditional)
692,Pollo Campero,96,A,2.5,97,$,Latin American
693,Milk,95,A,4.0,5729,$$,Ice Cream & Frozen Yogurt
694,Nadia Cakes,96,A,4.0,354,$$,Bakeries
695,Ten Ren's Tea Time,92,A,3.5,603,$,Coffee & Tea
696,Raspados GDL,97,A,4.0,80,$,Shaved Ice
697,Freedman's,97,A,4.0,115,$$,Delis
698,Balam Mexican Kitchen,94,A,4.5,522,$,Mexican
699,Coopers House of Brewmasters,92,A,4.0,133,$,Sports Bars
700,Manhattan Bread & Bagel,91,A,3.5,320,$,Bagels
701,CUT,91,A,4.0,1523,$$$$,Steakhouses
702,Kobee Factory,97,A,4.5,523,$$,Middle Eastern
703,Edwards La Verne 12,93,A,3.5,216,NA,Cinema
704,Don Juan Mexican & Seafood,93,A,3.5,107,$$,Mexican
705,Oriel Chinatown,95,A,4.5,89,$$$,French
706,Chili's,96,A,3.0,238,$$,Tex-Mex
707,Rainbow Sushi & Teriyaki,92,A,4.0,107,$,Japanese
708,Little China Restaurant,91,A,3.5,194,$,Chinese
709,Denny's,92,A,2.0,139,$$,Diners
710,Hokkaido Ramen Santouka,97,A,4.5,2179,$,Ramen
711,The Restaurant at The Getty Center,96,A,4.0,557,$$$,American (New)
712,Tacos La Estrella,93,A,4.0,101,$,Mexican
713,Hayakawa,90,A,4.5,264,$$$,Sushi Bars
714,Mandarin Lotus,98,A,4.5,331,$$,Chinese
715,Little Ongpin-Beverly,97,A,3.5,44,$,Filipino
716,The Rusten House,93,A,3.5,129,$$,Mexican
717,Taco Bell,94,A,1.5,93,$,Mexican
718,Louie's Chinese Cuisine,96,A,3.5,81,$,Chinese
719,CUT Lounge,97,A,4.0,87,$$$,Lounges
720,Sunset Tower Hotel,96,A,4.0,219,$$$,Hotels
721,Dan's Deli,95,A,3.5,63,$,Delis
722,Mandarin Chinese Food & Sushi,93,A,3.0,144,$,Sushi Bars
723,Pina Pizza House,92,A,4.0,244,$$,Pizza
724,La Cabañita,90,A,4.0,1009,$$,Mexican
725,Cabo Cantina,92,A,2.5,897,$$,Mexican
726,California Chicken Cafe,94,A,4.0,862,$$,Chicken Shop
727,El Cholo,95,A,3.5,1235,$$,Mexican
728,Baja Beach Bar,97,A,3.5,104,$$,Sports Bars
729,Mr. Poké,98,A,4.5,169,$,Poke
730,The Original Rinaldi's Deli and Cafe,93,A,4.5,62,$$,Delis
731,Las Lomas Restaurant,94,A,4.0,82,$,Mexican
732,Nim Chan's Kitchen,94,A,4.0,65,$,Chinese
733,ROK Sushi Kitchen,93,A,3.5,620,$$,Sushi Bars
734,Bobaloca Manhattan Beach,92,A,3.5,191,$,Coffee & Tea
735,Saigon Eden,91,A,4.0,698,$,Vietnamese
736,MOD Pizza,96,A,4.0,280,$,Pizza
737,Fresh Canes,95,A,4.5,55,$,Juice Bars & Smoothies
738,Chop'd,95,A,4.5,379,$$,Salad
739,Thai Time Cuisine,91,A,4.0,503,$,Thai
740,Saraya Thai Cuisine,93,A,4.0,208,$$,Thai
741,Yei San Jib Korean Restaurant,86,B,3.0,209,$$,Korean
742,The Craftsman Bar and Kitchen,94,A,4.0,346,$$,Lounges
743,The Flame Broiler,93,A,3.5,211,$,Fast Food
744,Yakuza Sushi,93,A,4.0,150,$$,Sushi Bars
745,Westfield Santa Anita,97,A,3.5,677,$$,Shopping Centers
746,Young King,93,A,4.0,507,$$,Chinese
747,Octopus Japanese Restaurant,95,A,4.0,1092,$$,Japanese
748,Don Felix Restaurant,96,A,3.5,414,$$,Peruvian
749,Lassens Natural Foods & Vitamins,90,A,3.0,197,$$,Vitamins & Supplements
750,Galbi King,97,A,3.0,474,$$,Korean
751,Venice Beach Wines,93,A,4.0,317,$$,Wine Bars
752,Me Gusta Gourmet Tamales,100,A,4.0,192,$,Mexican
753,New Pho 999,90,A,4.0,457,$,Vietnamese
754,Taco Bell,99,A,2.0,53,$,Mexican
755,Sushi Danku,92,A,4.5,139,$$,Sushi Bars
756,"Craigers Fudge, Ice Cream & Sweets",95,A,4.5,56,$,Desserts
757,Tacos Chihuahua,90,A,4.0,123,$,Mexican
758,Icho Izakaya,94,A,3.5,214,$$,Japanese
759,Dickey's Barbecue Pit,93,A,4.0,580,$$,Barbeque
760,République,91,A,4.0,4447,$$,French
761,Mariscos Villa Del Mar,94,A,3.5,109,$$,Seafood
762,Carousel Restaurant,95,A,4.0,982,$$,Middle Eastern
763,El Segundo Fish,90,A,3.5,328,$$,Seafood
764,Lobster & Steak Express,91,A,4.5,228,$$,Chinese
765,Spa Palace,94,A,4.0,1089,$$,Day Spas
766,Barbrix Restaurant & Wine Bar,92,A,4.0,1089,$$,Wine Bars
767,Vermont Soon Dae,90,A,4.5,43,$$,Korean
768,Buca di Beppo Italian Restaurant,94,A,3.5,366,$$,Italian
769,Kantaro Sushi,92,A,4.5,343,$$$,Sushi Bars
770,Lu's Garden,92,A,4.5,1174,$,Chinese
771,Snookies Cookies & More,93,A,3.5,156,$$,Desserts
772,Hilton Los Angeles North/Glendale,96,A,3.0,353,$$,Venues & Event Spaces
773,Sweetfin Poké,98,A,4.0,42,$$,Poke
774,Yum Yum Donuts,93,A,3.5,44,$,Donuts
775,Don Chente Bar and Grill,94,A,2.5,283,$$,Mexican
776,California Mexican Grill,87,B,3.0,48,$,Mexican
777,Little Asia,90,A,4.0,130,$,Chinese
778,El Atacor Restaurant,90,A,4.0,171,$,Mexican
779,Subway,100,A,2.5,42,$,Sandwiches
780,Café Royale,96,A,4.5,45,$,Coffee & Tea
781,Aloha Café,90,A,4.0,623,$,Breakfast & Brunch
782,Hana Grill,90,A,3.0,155,$,Japanese
783,Verve Coffee Roasters,91,A,4.0,312,$$,Coffee & Tea
784,Hoke Poke,96,A,4.0,323,$$,Poke
785,Tony's Restaurant,97,A,4.5,126,$,Sandwiches
786,Panda Wok,92,A,4.5,112,$,Chinese
787,Ajisai,93,A,4.5,342,$$,Japanese
788,Guisados,91,A,4.5,2277,$,Mexican
789,The Links at Victoria Golf Course,85,B,2.0,107,NA,Golf
790,Equelecuá Cuban Cafe,98,A,4.5,632,$$,Cuban
791,Café Stella,90,A,3.5,862,$$$,French
792,Round1 Puente Hills,92,A,3.5,1119,$$,Arcades
793,Cold Stone Creamery,90,A,3.5,159,$,Ice Cream & Frozen Yogurt
794,Dae Bak,98,A,4.0,175,$$,Korean
795,Pailin Thai Cuisine,100,A,4.5,378,$,Thai
796,KIYO Arcadia,91,A,4.0,118,NA,Sushi Bars
797,People Helping People,92,A,2.5,82,NA,Health Insurance Offices
798,Kokio Chicken,92,A,4.0,64,$$,Korean
799,Melt Gelato & Crepe Cafe,90,A,4.0,356,$,Creperies
800,Pappas Artisanal,93,A,4.0,860,$$,American (New)
801,Library Bar,98,A,4.0,472,$$$,Lounges
802,Carrera Cafe,93,A,4.0,259,$$,Cafes
803,Superba Food + Bread,90,A,3.5,316,$$,American (New)
804,Chandni,92,A,4.0,292,$$,Indian
805,Fifty One,93,A,3.5,116,NA,Chinese
806,La Monarca Bakery,96,A,4.0,122,$,Coffee & Tea
807,La Mascota Bakery,73,C,4.0,388,$,Bakeries
808,Burgerim,96,A,3.5,134,$$,Burgers
809,O Sushi & Grill,92,A,4.5,311,$$,Japanese
810,Bambino's Pizza,91,A,4.0,142,$,Italian
811,The Green Chili,81,B,4.0,63,$,Mexican
812,La Bamba,95,A,2.0,44,$,Mexican
813,Ye Loy Restaurant,90,A,3.5,48,$$,Chinese
814,Cactus Coffee,96,A,4.5,133,$,Coffee & Tea
815,Dog Haus Biergarten USC,92,A,3.5,281,$,Hot Dogs
816,Taqueria Colima,95,A,4.0,74,$,Mexican
817,The Coffee Bean & Tea Leaf,93,A,3.5,92,$,Coffee & Tea
818,Manhattan Beach Post,90,A,4.5,2944,$$$,American (New)
819,Jasmine Market,94,A,4.5,531,$,Burmese
820,Neighbor,90,A,4.0,238,$$$,Cocktail Bars
821,Reyhan Persian Grill,93,A,3.0,261,$$,Persian/Iranian
822,Tacos La Bufadora,90,A,4.0,346,$,Mexican
823,Mucho Mas,99,A,3.5,401,$$,Mexican
824,Nouilles Of 3rds,92,A,4.0,199,$$,Soup
825,Star Alliance Lounge,92,A,4.0,121,$,Airport Lounges
826,Al Hamra Halal Cafe,91,A,4.5,1005,$$,Middle Eastern
827,El 7 Mares Express,94,A,3.5,63,$,Mexican
828,Umami Burger - Hollywood,92,A,3.5,1670,$$,Gastropubs
829,Italia Deli & Bakery,97,A,4.5,555,$,Delis
830,On Teriyaki,93,A,4.5,60,$,Japanese
831,Seorae Village Pork BBQ,94,A,4.5,48,$$,Korean
832,Umenoya,90,A,3.5,613,$$,Ramen
833,Sweethoney Dessert,93,A,4.0,135,NA,Desserts
834,The Doughnut Society,92,A,4.5,155,$,Donuts
835,Dha Rae Ok,98,A,3.5,69,$$,Korean
836,Estela's Restaurant,95,A,4.0,58,$,Salvadoran
837,Little Joes Fresh Mex,96,A,4.0,100,$,Tacos
838,Sweet Basil Pizza & Pasta,95,A,4.0,131,$,Pizza
839,Pho Palace,95,A,3.5,63,$,Vietnamese
840,Tasty Garden,86,B,3.5,808,$$,Chinese
841,Amy's Patio Cafe,91,A,3.5,244,$$,Cafes
842,French Market Cafe,93,A,4.0,522,$$,French
843,Green Grotto Juice Bar,95,A,4.0,216,$$,Juice Bars & Smoothies
844,Sidecar Doughnuts & Coffee,97,A,4.5,2964,$$,Donuts
845,Komatsu,90,A,4.0,78,$$,Japanese
846,Mex Perú Gipsy,94,A,4.5,593,$$,Mexican
847,Akkad Mediterranean & Iraqi Grill,90,A,4.5,204,$,Middle Eastern
848,Khun 9 Thai Kitchen,91,A,4.0,397,$,Thai
849,Poké Bar,96,A,4.0,88,$$,Poke
850,The Coffee Bean & Tea Leaf,96,A,4.0,126,$,Coffee & Tea
851,Veggie Grill,98,A,4.0,291,$$,Vegan
852,Surati Farsan Mart,90,A,4.0,488,$,Indian
853,KazuNori  | The Original Hand Roll Bar,90,A,4.5,2305,$$,Sushi Bars
854,Los Chorros,90,A,3.5,223,$,Salvadoran
855,Bonello's New York Pizza,90,A,4.0,194,$$,Pizza
856,Heavenly Pancakes,93,A,3.5,251,$$,Breakfast & Brunch
857,Dave & Buster's,97,A,2.5,872,$$,Bars
858,La Pupusa Urban Eatery,90,A,5.0,136,$$,Salvadoran
859,Teriyaki Bistro,96,A,3.5,117,$,Asian Fusion
860,Brothers Sandwich Shop,98,A,4.5,387,$,Sandwiches
861,Que Ricos,98,A,3.5,305,$,Mexican
862,Barney's Gourmet Hamburgers,92,A,4.0,370,$$,American (Traditional)
863,Subway,100,A,4.0,51,$,Fast Food
864,Target,99,A,3.0,188,$$,Department Stores
865,Chado Tea Room,90,A,4.0,214,$$,Tea Rooms
866,The Donut Hole,81,B,4.0,372,$,Donuts
867,Little Tokyo Ice Cream & Yogurt Deli,97,A,2.5,96,$,Ice Cream & Frozen Yogurt
868,Domino's Pizza,95,A,2.0,56,$$,Pizza
869,La Monarca Bakery,90,A,4.0,146,$,Bakeries
870,Cafe Cancun Mexican Food,90,A,4.0,96,$,Mexican
871,Cocktails Anyone,91,A,3.5,84,$,Lounges
872,Upstairs Bar at the Ace Hotel,97,A,3.5,591,$$,Bars
873,Urban Masala,90,A,3.5,559,$,Indian
874,Crispy Crust,97,A,4.0,293,$,Pizza
875,Chris Burgers,91,A,3.5,109,$,Burgers
876,Cocohodo,93,A,4.0,199,$,Desserts
877,Agaves Kitchen & Tequila,97,A,3.5,742,$$,Mexican
878,Monsieur Marcel,92,A,4.0,677,$$,French
879,ArcLight Cinemas,95,A,4.0,2146,NA,Cinema
880,Barnacles Bar & Grill,93,A,3.5,192,$,Dive Bars
881,Sushimon,91,A,4.0,192,$,Sushi Bars
882,All'Acqua,94,A,4.0,530,$$,Italian
883,Bob's Big Boy Broiler,97,A,3.5,444,$$,American (Traditional)
