Restaurant_Name,Rating,Review_Count,Price,Score,Grade
Soowon Galbi KBBQ Restaurant,4.5,2375,$$,93,A
Coach's Bar & Grill,4.5,62,$,90,B
Della Terra,4.0,548,$$,93,A
Pinches Tacos,3.5,200,$,91,A
Molly Malone's,3.5,235,$$,91,A
China Red,3.5,490,$$,90,B
Melt Gelato & Crepe Cafe,4.0,355,$,90,B
Jersey Mike's Subs,3.5,142,$,96,A
The Coffee Bean & Tea Leaf,3.0,89,$,92,A
Palisades Pizza,3.5,102,$$,97,A
Cemitas Poblanas,3.0,67,$,98,A
Nobu Los Angeles,4.0,1130,$$$$,90,B
Phat Birds,4.0,108,$$,95,A
Factor's Famous Deli,3.5,511,$$,84,B
Tacos El Zorro,4.0,78,$,94,A
Boiling Point,3.0,621,$$,92,A
Jersey Mike's Subs,3.5,93,$,96,A
Monty Bar,4.0,192,$$,97,A
Il Garage,4.0,220,$$$,90,B
Ono Hawaiian BBQ,3.5,83,$$,97,A
It's All Good House of Kabob,3.5,142,$$,95,A
Home Restaurant - Los Feliz,4.0,2555,$$,93,A
Domino's Pizza,2.5,47,$$,97,A
Laurel Tavern,4.0,112,$$,93,A
Village Pizzeria,4.0,1350,$$,97,A
Buca di Beppo Italian Restaurant,3.0,551,$$,91,A
The Counter,3.5,415,$$,90,B
Vincenti Ristorante,4.0,193,$$$,95,A
The Cajun Belle,4.0,60,$$,90,B
Amazebowls,4.5,280,$$,96,A
Macho Pollo,4.5,40,$,93,A
Yoshinoya West Avenue K & 10th St.,3.0,61,$,95,A
Seafood Town Chinese Restaurant,3.5,426,$$,90,B
Good Shine Kitchen,3.5,124,$,94,A
Novacane Sports Bar & Grill,4.5,210,$$,90,B
Lee's Sandwiches,3.0,405,$,98,A
Jim's Famous Quarterpound Burger,4.0,314,$,97,A
Thai Stops,3.5,120,$,93,A
Robeks Juice,4.0,91,$,96,A
Philz Coffee,4.5,832,$,91,A
10 Speed Coffee-Calabasas,4.5,184,$$,98,A
Jenny's Country Kitchen,4.5,595,$,99,A
Lemonade,3.5,479,$$,97,A
Spudnuts Donuts,4.0,52,$,96,A
Exotic Thai Cuisine,4.0,388,$$,91,A
Ameci Pizza & Pasta - Manhattan Beach,3.5,171,$,93,A
Barrel & Ashes,3.5,1251,$$,90,B
TeaPot Bakery & Cafe,4.5,61,$,94,A
Lola's Baja Tacos,4.0,973,$$,94,A
Firehouse Subs,4.0,126,$,91,A
La Villita Cantina,4.0,119,$$,93,A
T's Thai,3.0,306,$,94,A
Casa Jimenez,3.5,109,$$,91,A
Manhattan Bagel,3.5,69,$,95,A
Penny's Family Restaurant,3.0,110,$,92,A
The French Crepe Co.,3.5,525,$$,93,A
SteamPunk CoffeeBar & Kitchen,4.5,1251,$$,95,A
Gardens Bar & Grill,4.0,71,$,95,A
Meat Bowl,5.0,116,$,95,A
Shintaro Sushi,4.0,482,$$,97,A
Philippe the Original,4.0,5731,$,99,A
Gen Korean BBQ House,4.5,2863,$$,94,A
Red Ginger Thai & Sushi,4.0,233,$$,96,A
Halo Top Scoop Shop,3.5,50,$$,91,A
Lucky Guy's Burgers,4.0,56,$,90,B
Il Piccolino,4.0,193,$$$,90,B
Target,3.0,460,$$,98,A
LA Rose Cafe,4.0,858,$$,93,A
Sola Japanese Izakaya Dining,4.5,135,$$,97,A
Honey's Kettle Fried Chicken,3.5,2616,$$,93,A
The Coffee Bean & Tea Leaf,4.0,149,$,100,A
El Burrito Jr,3.5,183,$,92,A
Sheraton Cerritos Hotel,3.0,199,$$,90,B
Black Angus Steakhouse,3.5,351,$$,96,A
Charlie's Trio,4.0,351,$$,95,A
Very Very Rice Cake Studio,4.5,48,$$,97,A
Tenants of The Trees,2.0,272,$$,92,A
Ginza Grill,2.0,78,$,90,B
The Landmark,4.5,953,na,97,A
Dona Amalia,3.5,67,$$,90,B
King of Crabs,4.5,177,$$,92,A
Jinky's Cafe Santa Monica,3.5,712,$$,90,B
Taco Bell,1.5,93,$,94,A
Restaurante Amalias,4.0,55,$$,94,A
Hollywood Hookah Lounge,2.5,298,$$,98,A
Carney's Express Limited,4.0,533,$,90,B
ISA Japanese Restaurant,3.5,463,$$,70,C
5 Line Tavern,4.0,351,$$,97,A
Las Llamas Pollos,4.0,76,$$,93,A
Il  Ristorante di Giorgio Baldi,3.5,396,$$$$,97,A
VIP's Cafe,4.0,423,$,92,A
Fish Dish,3.5,425,$$,92,A
Barnes & Noble Booksellers,4.0,96,$$,94,A
Bottega Louie,4.0,15786,$$,91,A
Chunju Han-il Kwan,4.0,685,$$,92,A
La Champita,4.0,92,$,92,A
Vino Wine & Tapas Room,4.0,840,$$,94,A
Jamba Juice,3.0,84,$,97,A
Holy Crab,3.5,493,$$,93,A
Beeps Fast Food,4.0,605,$,90,B
Johnny Rockets,3.0,79,$$,90,B
Luminarias,3.5,665,$$,90,B
Hennessey's Tavern,3.5,716,$$,95,A
Panzanella Ristorante,4.0,381,$$$,96,A
Viet Huong Restaurant,4.0,709,$,96,A
JJ Bakery,3.5,726,$,91,A
MTN,3.0,205,$$$,90,B
It's Boba Time,3.5,331,$,92,A
KFC,1.5,46,$,95,A
Pili's Tacos,3.0,97,$,93,A
Philz Coffee,4.5,1562,$,95,A
Cinemark Downey & XD,3.5,372,na,97,A
The White Harte Pub,4.0,447,$$,98,A
Pollo Campero,3.0,60,$,95,A
Hanabishi By Kyushu Ramen,3.5,801,$$,96,A
The Cajun Bayou,4.0,66,$$,91,A
Porta Via Beverly Hills,3.5,316,$$,90,B
Bud Namu Korean BBQ,3.0,1202,$$,90,B
The Green Horse Nightclub,4.5,41,$,95,A
Men Oh Tokushima Ramen,4.0,1124,$$,91,A
Torrance Bakery,4.0,927,$,90,B
The Cheesecake Factory,3.5,1060,$$,92,A
Shabuya,4.0,337,$$,91,A
Biriyani Kabob House,4.5,707,$,91,A
Domino's Pizza,2.0,41,$$,95,A
Top Sushi,4.5,248,$$,99,A
New York Bagel Co.,4.0,205,$$,90,B
Pinkberry,3.5,97,$,98,A
Garcias Fruits,4.5,413,$,98,A
Protini Bar,4.5,111,$$,94,A
Ma'Kai Lounge,2.5,571,$$,90,B
Domino's Pizza,2.0,43,$$,94,A
Blue Dog Beer Tavern,4.0,1746,$$,95,A
Prime Cut Beef Jerky,5.0,45,$$,99,A
Antigua Bread,4.0,269,$,90,B
Tocaya Organica - Century City,4.0,150,$$,93,A
Don Cuco Mexican Restaurant,3.5,393,$$,92,A
Hamasaku,4.0,445,$$$,90,B
Gringo's Fish Tacos & Mariscos,3.0,146,$$,82,B
Faubourg,4.0,113,$$,94,A
Poki Yo,4.0,57,$$,94,A
Jennifer Pennifer Bakes,4.5,64,$,96,A
Cafe 50's,3.5,898,$$,93,A
Tak's Coffee Shop,4.5,116,$,95,A
Cuvee,3.5,122,$$,91,A
Tramp Stamp Granny's,4.5,65,$$,93,A
Tra di Noi,3.5,297,$$,95,A
"Tacos Estilo Sinaloa ""El Grullo""",4.5,50,$,95,A
J K Donuts,4.5,58,$,97,A
Pei Wei,3.5,181,$,95,A
Tender Greens,3.5,360,$$,99,A
The Bazaar by José Andrés,4.0,3632,$$$$,93,A
Zelda's Corner,4.5,427,$,91,A
LA Paella,4.0,587,$$$,92,A
Umami Burger - Hollywood,3.5,1669,$$,93,A
Chuy’s Tacos Dorados,4.5,60,$,99,A
California Donuts,4.0,2561,$,95,A
Taco King,3.0,154,$,94,A
La Flor De Izote Restaurant,3.5,85,$,91,A
Rice Express,3.0,60,$,90,B
Ras Noodle,4.5,250,$,91,A
99 Ranch Market,3.5,155,$$,91,A
Shin-Sen-Gumi Hakata Ramen-Gardena,4.5,2584,$$,96,A
Marie Callender's Restaurant and Bakery,3.5,201,$$,97,A
Wabi Sabi Teppan Steak House & Sushi Bar,3.0,151,$$,94,A
Tokyo Grill,3.5,96,$,94,A
Ding's Garden,4.0,604,$,86,B
Dragon Express Chinese Restaurant,3.5,39,$,96,A
Pho 999,3.5,771,$,100,A
Gorditas Durango Mexican Grill,3.0,45,$,74,C
Zankou Chicken,3.5,357,$$,97,A
Donut Friend,4.5,1998,$,96,A
Balam Mexican Kitchen,4.5,522,$,94,A
Olive & Grill,4.0,175,$$,91,A
Happy Lemon,4.0,205,$,91,A
Muse Karaoke,3.5,50,$,90,B
The Palm Coffee Bar,4.5,87,$$,98,A
Gyromania,5.0,541,$$,94,A
Nachos Mexican Food,4.0,77,$,93,A
20/20 The Cafe,5.0,50,na,98,A
Marugame Monzo,4.5,3142,$$,90,B
MIAN | 滋味小面,4.0,882,$$,91,A
Chinatown Express No 51,3.0,60,$,90,B
5.2 Patio,4.0,143,$,100,A
Hotel Casa Del Mar,4.0,356,$$$,92,A
La Cocina Bar & Grill,3.5,133,$$,93,A
Marmalade Cafe - Malibu,4.0,670,$$,91,A
The Wheel,4.0,39,$,91,A
Maggie's Donuts,4.0,46,$,91,A
Giuseppe's Pizzeria,3.5,271,$$,93,A
Los Cabos Tacos Y Mariscos,4.5,198,$,87,B
DeSano Pizza Bakery,4.5,977,$$,96,A
Nijiya Market,4.0,572,$$,94,A
Pancho's Tacos,3.5,137,$,96,A
LA Fitness,3.0,627,na,93,A
Taqueria La Fogata,3.0,47,$,93,A
Market Street Bar & Grill,4.5,97,$,92,A
Locale90 Neapolitan Pizza Market,4.0,307,$$,90,B
Jitlada,3.5,1790,$$,98,A
City Kitchen,4.5,102,$$,86,B
Wendy's,3.0,110,$,92,A
Dong II Jang Restaurant,4.0,567,$$,96,A
Malibu Farm Pier Cafe,4.0,1371,$$,90,B
Madre,4.0,560,$$,100,A
Samosa House El Segundo,4.5,217,$$,91,A
Buffalo Wild Wings,2.0,554,$$,90,B
Family Fish Market,4.0,157,$,97,A
Yojié Japanese Fondue,4.0,1310,$$,95,A
Crawford's Pass,4.0,109,$$,94,A
Sorrento Italian Market,4.5,415,$,94,A
Meea's,4.5,276,$,99,A
Brown Donkatsu,3.5,50,$$,82,B
Shibuya,4.5,598,$$$,98,A
DTLA RAMEN,4.0,407,$$,94,A
Burger King,1.5,56,$,98,A
Pepe's Tacos,4.0,487,$,90,B
Gaby's,3.0,45,$$,90,B
Crowne Plaza Los Angeles International Airport,3.0,344,$$,92,A
Something Healthy,4.0,492,$,94,A
Yum Yum Donuts,3.5,44,$,96,A
Press Brothers Juicery,4.5,175,$$,99,A
SomiSomi,4.5,1475,$,99,A
Trimana,4.0,66,$,90,B
Pho Show,3.0,503,$$,95,A
Antonio's Restaurant,3.5,257,$$,95,A
Viking Pizza and Kabob,4.5,187,$,90,B
El Compadre,3.5,1482,$$,95,A
Courtyard Cafe,4.5,168,$,91,A
Allure Banquet Hall,4.5,92,na,95,A
Basil Cafe,3.5,47,$,91,A
Earl of Sandwich,3.5,44,$$,97,A
El Huarache Veloz,3.0,138,$,91,A
JR's Barbeque,3.5,539,$$,94,A
Fish Eight by Jinpachi,4.0,53,$$,93,A
Slusheeland,4.5,311,$,96,A
Chef Hannes Restaurant,4.0,201,$$,94,A
Sharky's Woodfired Mexican Grill,3.5,208,$$,92,A
KFC,2.0,46,$,94,A
Some Crust Bakery,4.0,958,$,96,A
M Grill,4.0,1780,$$$,98,A
Vista Theatre,4.5,729,na,96,A
Hacienda Village Meat & Italian Deli,4.0,166,$,95,A
Thai Food Express,4.5,371,$,93,A
Michael's Cajun Seafood,3.5,497,$$,88,B
A Cut Above Butcher Shop,4.5,269,$$,96,A
26 Beach Restaurant,4.0,2809,$$,90,B
Dhaba Cuisine of India,3.5,237,$$,94,A
Sun Moon Garden,4.0,140,$,96,A
Pez Cantina,4.0,729,$$,92,A
Fish-O-Licious,4.0,296,$$,77,C
Marco's Pizza,4.0,70,$$,95,A
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",3.5,780,$$$,90,B
Hollywood Thai,4.0,427,$$,92,A
Newport Seafood Restaurant,4.0,2584,$$,91,A
The Bellwether,4.0,526,$$,94,A
Eight Korean BBQ,4.5,1541,$$,94,A
Hillstone,4.0,953,$$$,91,A
Busby's West,3.5,650,$$,91,A
Pete's Blue Chip,4.0,316,$,91,A
Jinza Teriyaki,4.5,413,$,90,B
Hong Kong Express,3.0,78,$,95,A
Blossom Restaurant,3.5,1051,$$,85,B
The Petal Workshop,5.0,86,$$,99,A
OB's Pub & Grill,3.5,177,$$,90,B
Chema's Tacos,4.5,281,$,91,A
Restaurante Tijuana,3.0,163,$,93,A
Hash,4.0,501,$$,90,B
Naturewell,4.5,260,$$,93,A
Sassafras,4.0,592,$$,86,B
Las Palmas Cafe,3.5,61,$$,95,A
Black Elephant Coffee,4.5,115,$,92,A
Papa John's Pizza,2.0,69,$$,96,A
Hae Jang Chon Korean BBQ Restaurant,4.0,4373,$$,90,B
Bruddah's Bar & Grill,3.5,111,$$,93,A
Kapoor's Akbar Indian Restaurant,4.5,116,$$,93,A
Popeyes Louisiana Kitchen,2.0,145,$,98,A
Grill 'Em All,4.0,2211,$$,94,A
Jersey Mike's Subs,3.5,110,$,96,A
Bottega Louie,4.0,15786,$$,97,A
Lupe's Place,3.5,98,$,93,A
Togo’s Sandwiches,3.5,75,$,91,A
Thai Dishes Valencia,3.5,275,$$,97,A
Captain Tony's Pizza & Pasta Emporium,3.5,48,$,90,B
Holy Guacamole,3.5,462,$,92,A
NARA Mediterranean Bistro and Lounge,3.5,205,$$,91,A
Lum-Ka-Naad Thai Restaurant,4.0,1163,$$,93,A
Niko Niko Sushi,4.0,212,$$,98,A
Boba Loca,3.0,60,$,98,A
The Coffee Bean & Tea Leaf,4.0,183,$,94,A
Kitchen Story,4.0,392,$$,85,B
Bambou Le Pho,4.5,943,$$,91,A
Vic's Tacos,3.5,161,$,97,A
Salsa & Beer,4.0,2766,$$,91,A
El Picosito Taqueria,4.0,192,$,94,A
Pollo Campero,3.0,77,$,100,A
Mariscos Rosarito,4.5,106,$,93,A
San Dimas Wine Shop & Tasting Room,4.5,74,$$,93,A
Pho Mely,3.5,205,$,86,B
Domino's Pizza,2.5,81,$$,94,A
Banh Oui,4.5,78,$$,94,A
Renu Nakorn,4.0,540,$$,92,A
The Harvest Bar,4.5,536,$$,93,A
Burger Lounge,4.0,375,$$,93,A
Agaves Kitchen & Tequila,3.5,740,$$,97,A
Q Nails and Spa,3.5,324,$$,95,A
Saban Theatre,3.5,223,$$$,92,A
Sakura Japanese Restaurant,4.0,852,$$,90,B
Bluestone Lane,4.5,78,$$,97,A
One One Dumplings,4.5,87,$,95,A
Panera Bread,3.5,155,$,98,A
El Borrego Mexican Restaurant,4.5,172,$,95,A
Hot Wings Cafe - Melrose,4.0,777,$$,96,A
LucaBella Fine Foods,4.5,320,$$,91,A
The Flame Broiler,3.5,210,$,93,A
Chennai Tiffins,4.0,234,$$,90,B
Masa of Echo Park,4.0,3771,$$,99,A
K1 Speed,4.0,469,na,94,A
El Zarape Melrose,4.5,112,$$,95,A
The Room Hollywood,3.5,370,$$,92,A
Frutas Go Wild,3.0,59,$,94,A
Tru Nature Juice Bar,4.5,530,$,96,A
Elite Restaurant,3.5,1613,$$,80,C
Louisiana Fried Chicken,4.0,86,$,90,B
Lemonade,3.5,479,$$,91,A
Steven's Steak & Seafood House,3.5,824,$$,94,A
Sushi Sasabune,4.5,221,$$$$,91,A
Pailin Thai Cuisine,4.5,377,$,100,A
Papa John's Pizza,2.5,45,$,96,A
California State University Los Angeles,3.0,189,na,99,A
The Lash,3.5,193,$$,96,A
Ground Up Coffee,5.0,188,$$,97,A
Ameci Pizza & Pasta - North Hollywood,3.5,132,$,97,A
Jamba Juice,3.0,43,$$,99,A
Xevichez Sushi Bar,3.0,1165,$$,84,B
Menchie's Frozen Yogurt,4.0,54,$,93,A
Rocco's Deli Italiano,4.5,518,$,86,B
Dunkin Donuts,2.5,103,$,93,A
Langosta Ranchera,4.5,130,$$,97,A
Greens Up!,4.0,114,$$,97,A
Bodega Wine Bar,4.0,884,$$,96,A
Tenmimi,4.0,106,$$,95,A
Mariscos Mazatlan,4.0,68,$,98,A
Beverly Hills Thai Kosher,4.0,144,$$,90,B
Fogo de Chão Brazilian Steakhouse,4.0,3587,$$$$,91,A
Pho 2000,3.0,368,$,97,A
Avalon Grille,3.5,843,$$,87,B
Wolfgang Puck Express,3.5,123,$$,96,A
Chris's Burgers,4.0,421,$,98,A
Ten Shabu,4.0,539,$$,93,A
Ichimi-an,4.0,228,$$,93,A
Bark Coffee,4.5,51,$,95,A
Fox Rent A Car,1.5,1825,na,95,A
Urbane Cafe,4.0,224,$,97,A
Yogurt Haven,4.0,253,$,95,A
El Tacorin,4.5,45,$,94,A
Dojo Sushi,4.5,621,$$,95,A
Tokyo Beat,4.0,201,$$,96,A
Thai House Express,3.5,186,$,90,B
MexSake,4.5,218,$$,93,A
Casa Luz,4.0,63,$$,96,A
Azteca,4.0,97,$,84,B
Main Burgers,3.5,95,$,91,A
Jasmine House Chinese Cuisine,3.5,217,$$,90,B
Pinot's Palette - Valencia,4.5,57,na,96,A
Simply Wholesome,4.0,625,$$,90,B
The Cellar Bar & Grill,3.5,116,$$,91,A
Casa Canela,4.0,345,$$,97,A
Tea Bar,3.5,106,$,90,B
PizzaRev,4.0,664,$,96,A
Crazy Rock'N Sushi - Covina,4.0,664,$$,96,A
Tony's On the Pier,3.5,836,$$,92,A
Simply Fish Grill,4.5,162,$$,94,A
Thai Lady Restaurant,4.0,140,$,90,B
Friza Frozen Yogurt & Açaí Bowls,4.0,52,$,97,A
McDonald's,2.5,79,$,98,A
Rascals Teriyaki Grill,4.0,661,$,90,B
Heritage Eatery,5.0,243,$$,96,A
Buccaneer,4.0,56,$,94,A
Viva Tacos La Estrella,3.0,361,$,93,A
Lucky China Restaurant,3.5,216,$,93,A
Denny's,3.0,117,$,94,A
Biryani Pot,3.0,55,$$,92,A
Sushi Hanashi,4.0,292,$$,93,A
Viva,3.5,166,$$,92,A
Press Brothers Juicery,4.5,175,$$,93,A
Frida Mexican Cuisine,2.5,277,$$,97,A
Genghis Cohen,3.5,457,$$,97,A
The Green Store,4.0,106,$,90,B
The Darkroom,3.5,295,$$,98,A
Baja Fish Grill,4.5,286,$,92,A
Mix & Match Burger,4.0,155,$,98,A
Baby Elephant Thai,4.0,468,$,98,A
Mi Zacatecas,4.0,193,$,90,B
Go Kart World,3.0,241,na,97,A
Olive & Thyme,4.0,592,$$,96,A
Papa Guido's Pizza,4.0,281,$,93,A
Subway,1.5,46,$,97,A
Tan-Cha,3.5,106,$$,90,B
Homeboy Diner,4.0,45,$,98,A
Eternal Valley Memorial Park & Mortuary,3.5,40,na,95,A
BBQ & Kabob Factory,3.5,74,$,97,A
HEU,4.0,402,$$,90,B
Terra Cotta,4.0,361,$$,94,A
Antonio's Pizzeria & The Catalina Cabaret,3.0,518,$$,85,B
Masa of Echo Park,4.0,3771,$$,94,A
The French Crepe Co.,3.5,525,$$,90,B
Pho Broadway,4.0,272,$,91,A
Costco Wholesale,2.5,391,$$,92,A
Rib Ranch BBQ,3.5,414,$$,92,A
Cho Cho San,3.5,509,$$,96,A
Pinkberry,4.0,179,$,100,A
Big Mama's & Papa's Pizzeria,3.5,102,$$,94,A
Tom's Famous Family Restaurant 7,4.0,363,$,97,A
CREAM,3.5,167,$,91,A
Pick Up Stix,3.0,111,$,94,A
Edible Arrangements,2.5,47,$$,98,A
Broiling Pit,4.0,88,$$,93,A
Superbowl Acai & Brazilian Juice Bar,4.0,191,$,92,A
Wings 101,4.0,46,$,94,A
Jamba Juice,3.5,47,$,96,A
Blu Jam Cafe,4.0,843,$$,95,A
Creperie Le Terrace,4.5,270,$$,86,B
Crafted Donuts,4.5,90,$,91,A
Cal Bowl,3.0,131,na,98,A
Max's Restaurant - Glendale,3.5,804,$$,90,B
Ducks Restaurant,4.0,351,$$,98,A
Curry House,3.5,588,$$,91,A
Thai Casa,3.5,113,$,93,A
Free Flo Rooter & Plumbing,5.0,390,na,97,A
Rise N Shine Cafe,4.5,262,$$,95,A
Shojin Downtown,4.0,1633,$$,99,A
Premier Dessert Art,4.0,258,$,97,A
East Buffet,3.5,293,$$,80,C
The Barn,4.0,426,$$,92,A
The Coffee Bean & Tea Leaf,3.5,66,$,92,A
Gold Yaki & Burger,4.5,125,$,92,A
The Coffee Bean & Tea Leaf,3.5,65,$,91,A
Dare U To Care Grill,4.0,49,$$,93,A
Yogurtland,4.0,240,$,98,A
The Loft Hawaiian Restaurants,4.0,39,$$,94,A
Forman's Whiskey Tavern,4.0,305,$$,94,A
Good Luck Bar,3.5,471,$$,95,A
The Milky Way,4.0,71,$$,94,A
Tara's Himalayan Cuisine,4.0,1035,$$,90,B
Bar Toscana,4.0,113,$$$,93,A
Thai Boom,3.5,965,$,90,B
Demitasse,4.0,962,$$,93,A
Tutti Frutti Frozen Yogurt,3.5,82,$,95,A
Ten Ten Seafood Restaurant,3.0,570,$$,96,A
Orlando Karaoke Lounge & Restaurant,4.0,205,$$,90,B
El Super Burrito Jr,3.5,109,$,93,A
Ground Up Coffee,5.0,188,$$,97,A
Trencher,4.0,287,$$,96,A
Trimana Grill,4.0,116,$,91,A
Vegetable,4.0,372,$$,93,A
King Hua Restaurant,3.5,621,$$,91,A
Fix Cafe,5.0,47,$,96,A
Chick-fil-A 7th & Fig In-Line,3.5,89,$,99,A
Basecamp and High Horse Dinette,4.0,335,$$,92,A
Dog Haus,4.0,950,$,96,A
El Perico Ranchero,4.0,255,$$,93,A
Tsurumaru Udon Honpo,4.0,486,$,93,A
Hambone's BBQ and Po'Boy Sandwiches,4.0,965,$$,95,A
The Artist Pizzeria,4.0,535,$,91,A
McConnell's Fine Ice Cream,4.5,117,$$,98,A
Caffe Etc,3.0,273,$$,99,A
Salathai Restaurant,4.0,211,$,96,A
Xi An Tasty,4.0,82,$$,92,A
Norah,4.0,481,$$$,90,B
Bottega Louie,4.0,15786,$$,96,A
Monterey Palace Restaurant,3.0,471,$$,86,B
Make Out,3.5,172,$$,90,B
Pho & Roll,3.5,335,$$,90,B
Thai Corner Restaurant,3.5,257,$,97,A
Bon Bon Tea House,4.5,373,$,94,A
Chillin' Thai Cuisine,3.5,333,$,90,B
Gjelina,3.5,4396,$$$,90,B
Taco Nazo,4.0,545,$,96,A
Sushi Enya,4.5,1220,$$,92,A
Dragon Palace,4.0,186,$$,92,A
Häagen-Dazs,3.0,41,$,95,A
Jeni's Splendid Ice Creams,4.5,744,$$,96,A
Farmer Boys,3.0,216,$,91,A
Johnny Carino's,2.5,470,$$,93,A
La Puente Bakery,4.0,50,$,93,A
Seahawk Cocktail Lounge,4.0,40,$,96,A
Full House Seafood Restaurant,3.5,638,$$,90,B
Olympic Burger,4.0,151,$,95,A
El Taco Loco,3.5,123,$,98,A
Chan Dara Restaurant,3.5,345,$$,93,A
Kogiya Korean BBQ,3.0,320,$$,87,B
Mr You Express,3.5,212,$,95,A
Warner Grand Theatre,4.0,75,$$,90,B
California Roll & Sushi,3.0,112,$$,93,A
Marvin,4.0,127,$$$,90,B
Guadalajara Grill,3.0,678,$$,97,A
& Waffles,4.5,641,$$,92,A
Wong Java House,4.0,170,$,92,A
Tempo Urban Kitchen,4.5,3755,$$,97,A
Industriel,4.0,1136,$$,97,A
Whole Foods Market,3.0,308,$$$,99,A
The Boiling Crab,4.0,1612,$$,96,A
Yuzu Shabu,4.0,924,$$,90,B
Monday Night Mission,5.0,103,na,96,A
Pieology Pizzeria,3.5,154,$,92,A
Isabella's Italian Kitchen,4.5,165,$$,97,A
EuroAsia,4.0,121,$$,86,B
Pho House,4.5,322,$,90,B
The Tamale Guy,4.0,138,$,90,B
Mimi's Cafe,2.5,247,$$,91,A
New Moon Restaurant,3.5,381,$$,90,B
Tropical Paradise,4.5,40,$,81,B
Gamble House,4.5,125,na,93,A
Made by Meg,4.5,80,$$,97,A
Original Tommy's Hamburgers,4.0,110,$,98,A
Neighbors Tea House,4.0,285,$,100,A
Met Her At A Bar,4.5,484,$$,100,A
Beaming Organic Superfood Café,4.5,102,$$,93,A
Golden Eagle Restaurant,4.0,353,$,72,C
Salo-Salo Grill,3.5,334,$$,94,A
Bistro Garden at Coldwater,3.5,199,$$$,94,A
Kayndaves,3.5,1207,$$,95,A
Dino's Burgers,3.5,424,$,95,A
Cemitas Poblanas Juquilita,4.0,52,$,95,A
Gio's Fresh Mediterranean,4.5,216,$$,98,A
Chipotle Mexican Grill,3.0,118,$,99,A
ANB Japanese Grill,4.5,111,$,92,A
Jollibee,3.0,213,$,99,A
The Flame Broiler,4.0,44,$,99,A
Thai Original BBQ,4.0,806,$$,95,A
Mohawk Bend,4.0,2205,$$,94,A
Cactus Mexican Grill,3.0,76,$,93,A
Valerio's Tropical Bake Shop,3.5,85,$,91,A
Nate'n Al Delicatessen,4.0,1433,$$,95,A
Verve Coffee Roasters,4.0,210,$$,93,A
Montrésor,4.5,95,$$$,92,A
Ana's Bionicos,4.0,177,$,92,A
Alana's Coffee Roasters,4.5,232,$,98,A
Catherine's Cake Decorating & Candy Supplies,4.0,58,$$,97,A
Gaucho Grill Argentine Steakhouse,4.0,1066,$$,91,A
Roladin Restaurant,4.0,415,$$,94,A
Phillips Bar B Que,3.5,163,$$,95,A
Banchan A La Carte,4.0,62,na,96,A
Onishicho Ramen,4.0,660,$,93,A
Villa Catrina,4.0,293,$$,94,A
Tommy's Original World Famous Hamburgers,3.5,148,$,99,A
Coni'Seafood,3.5,69,$$,80,C
Maggie's Blue Rose,4.0,622,$$,80,C
Tanawin Thai Bistro,3.5,134,$$,93,A
Canyon City Barbeque,4.0,579,$$,97,A
The Meat Cellar,4.0,755,$$,90,B
Sweet Rose Creamery,4.0,269,$$,97,A
Mediterranean Triangle,4.0,163,$,95,A
Diner On Main,3.5,575,$$,91,A
Kozan Japanese Restaurant,3.5,73,$$,90,B
Marix Tex Mex Cafe,3.5,465,$$,96,A
Banana Bay Restaurant,3.5,2628,$$,86,B
Juicy Ladies,3.5,505,$$,96,A
Rodini Park,4.5,1297,$,94,A
Baan Thai,4.0,276,$,90,B
Jonathan Club,4.0,93,na,90,B
Woodland Hills Athletic Club,4.5,159,na,98,A
Menchie's Frozen Yogurt,4.0,132,$,99,A
Ackee Bamboo Jamaican Cuisine,4.0,308,$$,85,B
Dylan's Candy Bar,3.5,228,$$,94,A
Raizel Ramen,4.5,409,$,94,A
Mariscos El Viejon,4.0,125,$$,92,A
Gallery Bar and Cognac Room,4.0,123,$$$,98,A
Honey Baked Ham Company,4.0,499,$$,97,A
City Cafe Restaurant & Bar,4.0,331,$$,95,A
Han Bat Shul Lung Tang,4.5,1905,$,97,A
Equinox West Hollywood,3.5,314,$$$,94,A
3rd Generation Sake Bar,3.5,274,$$,90,B
Gjelina,3.5,4396,$$$,97,A
Shanghai'd Room,4.0,135,$,97,A
Sofi Greek Restaurant,4.0,333,$$,93,A
Let's sea Bag n' Roll,4.0,302,$$,90,B
Lemonade,4.0,1393,$$,93,A
Niko Niko Sushi,3.5,515,$$,91,A
Ramen Spott,3.5,292,$$,93,A
Kitchen 24,3.5,1976,$$,93,A
El Taco,3.5,143,$,90,B
Gingers Divine Ice Creams,4.5,341,$$,94,A
Bluewave Fish Grill,3.5,153,$$,95,A
Culichi Town - Bell,3.0,645,$$,91,A
Tokyo Central & Main,4.0,111,$$,93,A
Whealthy,4.0,166,$$,99,A
Killarney Pub & Grill,3.5,529,$$,90,B
Kang Ho-dong Baekjeong,4.5,3891,$$,95,A
Togo's Eatery,3.5,45,$,97,A
Flame Broiler,4.0,70,$,94,A
Sacred Grounds,3.5,115,$,86,B
Sawtelle Tempura House,4.0,194,$,90,B
Nestle Toll House Cafe by Chip,3.5,58,$,96,A
Gindi Thai,4.0,515,$$,93,A
Petty Cash Taqueria,3.5,796,$$,90,B
3 Little Cupcakes Cafe,4.5,52,$$,97,A
